m, LED_intensity, Middle_Intensity, #_led, dm, height, D, Area_L, Area_HD, Area_FD, 90% 
3.000000e+00, 1.000000e+06, 8.100918e+09, 11, 3.551962e-01, 2.000000e-02, 7.103923e-03, 7.103923e-02, 7.485614e-02, 8.645826e-02, 5.018320e-02
3.000000e+00, 1.000000e+06, 1.114787e+09, 12, 2.013598e-01, 2.000000e-02, 4.027196e-03, 4.429915e-02, 4.640601e-02, 5.277522e-02, 2.519744e-02
3.000000e+00, 1.000000e+06, 9.615811e+09, 13, 3.016149e-01, 2.000000e-02, 6.032298e-03, 7.238757e-02, 7.563115e-02, 8.547105e-02, 5.030706e-02
3.000000e+00, 1.000000e+06, 1.368054e+09, 14, 1.727268e-01, 2.000000e-02, 3.454536e-03, 4.490897e-02, 4.671679e-02, 5.217605e-02, 2.519798e-02
3.000000e+00, 1.000000e+06, 1.113390e+10, 15, 2.616756e-01, 2.000000e-02, 5.233513e-03, 7.326918e-02, 7.608451e-02, 8.461268e-02, 5.029987e-02
3.000000e+00, 1.000000e+06, 1.635139e+09, 16, 1.512113e-01, 2.000000e-02, 3.024227e-03, 4.536340e-02, 4.694640e-02, 5.172282e-02, 2.519837e-02
3.000000e+00, 1.000000e+06, 1.265229e+10, 17, 2.310154e-01, 2.000000e-02, 4.620307e-03, 7.392491e-02, 7.641118e-02, 8.393403e-02, 5.028317e-02
3.000000e+00, 1.000000e+06, 1.905906e+09, 18, 1.344561e-01, 2.000000e-02, 2.689121e-03, 4.571506e-02, 4.712290e-02, 5.136809e-02, 2.519866e-02
3.000000e+00, 1.000000e+06, 1.416977e+10, 19, 2.068105e-01, 2.000000e-02, 4.136210e-03, 7.445179e-02, 7.667814e-02, 8.340854e-02, 5.028339e-02
3.000000e+00, 1.000000e+06, 2.176287e+09, 20, 1.210401e-01, 2.000000e-02, 2.420801e-03, 4.599522e-02, 4.726276e-02, 5.108296e-02, 2.519888e-02
3.000000e+00, 1.000000e+06, 1.568866e+10, 21, 1.871376e-01, 2.000000e-02, 3.742753e-03, 7.485506e-02, 7.687002e-02, 8.295693e-02, 5.026390e-02
3.000000e+00, 1.000000e+06, 2.451188e+09, 22, 1.100563e-01, 2.000000e-02, 2.201127e-03, 4.622366e-02, 4.737631e-02, 5.084878e-02, 2.519903e-02
3.000000e+00, 1.000000e+06, 1.720604e+10, 23, 1.709160e-01, 2.000000e-02, 3.418319e-03, 7.520302e-02, 7.704364e-02, 8.260054e-02, 5.026413e-02
3.000000e+00, 1.000000e+06, 2.724056e+09, 24, 1.008989e-01, 2.000000e-02, 2.017977e-03, 4.641348e-02, 4.747031e-02, 5.065304e-02, 2.519917e-02
3.000000e+00, 1.000000e+06, 1.872319e+10, 25, 1.572843e-01, 2.000000e-02, 3.145685e-03, 7.549645e-02, 7.719051e-02, 8.230238e-02, 5.026679e-02
3.000000e+00, 1.000000e+06, 2.997109e+09, 26, 9.314739e-02, 2.000000e-02, 1.862948e-03, 4.657369e-02, 4.754942e-02, 5.048700e-02, 2.519928e-02
3.000000e+00, 1.000000e+06, 2.024249e+10, 27, 1.456254e-01, 2.000000e-02, 2.912509e-03, 7.572523e-02, 7.729388e-02, 8.202528e-02, 5.024981e-02
3.000000e+00, 1.000000e+06, 3.274892e+09, 28, 8.650136e-02, 2.000000e-02, 1.730027e-03, 4.671073e-02, 4.761690e-02, 5.034438e-02, 2.519936e-02
3.000000e+00, 1.000000e+06, 2.176009e+10, 29, 1.356005e-01, 2.000000e-02, 2.712010e-03, 7.593629e-02, 7.739711e-02, 8.180161e-02, 5.024916e-02
3.000000e+00, 1.000000e+06, 1.908985e+08, 2, 8.164966e-01, 2.500000e-02, 2.041241e-02, 2.041241e-02, 3.093112e-02, 6.373724e-02, 2.381100e-02
3.000000e+00, 1.000000e+06, 1.146236e+09, 3, 7.453519e-01, 2.500000e-02, 1.863380e-02, 3.726760e-02, 4.701852e-02, 7.731294e-02, 2.919961e-02
3.000000e+00, 1.000000e+06, 9.105137e+08, 4, 5.682094e-01, 2.500000e-02, 1.420523e-02, 4.261570e-02, 5.007145e-02, 7.304406e-02, 2.987756e-02
3.000000e+00, 1.000000e+06, 2.017959e+09, 5, 6.043769e-01, 2.500000e-02, 1.510942e-02, 6.043769e-02, 6.850606e-02, 9.339607e-02, 4.388136e-02
3.000000e+00, 1.000000e+06, 7.253935e+08, 6, 3.988294e-01, 2.500000e-02, 9.970736e-03, 4.985368e-02, 5.511244e-02, 7.118697e-02, 3.145442e-02
3.000000e+00, 1.000000e+06, 3.214035e+09, 7, 5.084066e-01, 2.500000e-02, 1.271016e-02, 7.626099e-02, 8.314110e-02, 1.042661e-01, 5.544064e-02
3.000000e+00, 1.000000e+06, 5.872238e+08, 8, 3.009447e-01, 2.500000e-02, 7.523618e-03, 5.266533e-02, 5.663941e-02, 6.873145e-02, 3.149438e-02
3.000000e+00, 1.000000e+06, 4.222690e+09, 9, 4.258346e-01, 2.500000e-02, 1.064587e-02, 8.516693e-02, 9.097153e-02, 1.087253e-01, 6.127814e-02
3.000000e+00, 1.000000e+06, 5.933643e+08, 10, 2.413241e-01, 2.500000e-02, 6.033101e-03, 5.429791e-02, 5.748736e-02, 6.716488e-02, 3.149590e-02
3.000000e+00, 1.000000e+06, 5.184588e+09, 11, 3.551962e-01, 2.500000e-02, 8.879904e-03, 8.879904e-02, 9.365297e-02, 1.084513e-01, 6.272899e-02
3.000000e+00, 1.000000e+06, 7.134635e+08, 12, 2.013598e-01, 2.500000e-02, 5.033995e-03, 5.537394e-02, 5.803665e-02, 6.610080e-02, 3.149680e-02
3.000000e+00, 1.000000e+06, 6.154076e+09, 13, 3.016149e-01, 2.500000e-02, 7.540372e-03, 9.048447e-02, 9.461001e-02, 1.071572e-01, 6.288383e-02
3.000000e+00, 1.000000e+06, 8.756169e+08, 14, 1.727268e-01, 2.500000e-02, 4.318170e-03, 5.613621e-02, 5.842116e-02, 6.533194e-02, 3.149747e-02
3.000000e+00, 1.000000e+06, 7.125653e+09, 15, 2.616756e-01, 2.500000e-02, 6.541891e-03, 9.158648e-02, 9.516769e-02, 1.060397e-01, 6.287484e-02
3.000000e+00, 1.000000e+06, 1.046425e+09, 16, 1.512113e-01, 2.500000e-02, 3.780284e-03, 5.670425e-02, 5.870515e-02, 6.475070e-02, 3.149797e-02
3.000000e+00, 1.000000e+06, 8.097508e+09, 17, 2.310154e-01, 2.500000e-02, 5.775384e-03, 9.240614e-02, 9.556901e-02, 1.051577e-01, 6.285396e-02
3.000000e+00, 1.000000e+06, 1.219713e+09, 18, 1.344561e-01, 2.500000e-02, 3.361401e-03, 5.714383e-02, 5.892339e-02, 6.429599e-02, 3.149833e-02
3.000000e+00, 1.000000e+06, 9.068653e+09, 19, 2.068105e-01, 2.500000e-02, 5.170263e-03, 9.306474e-02, 9.589713e-02, 1.044745e-01, 6.285424e-02
3.000000e+00, 1.000000e+06, 1.392824e+09, 20, 1.210401e-01, 2.500000e-02, 3.026001e-03, 5.749403e-02, 5.909631e-02, 6.393061e-02, 3.149861e-02
3.000000e+00, 1.000000e+06, 1.004071e+10, 21, 1.871376e-01, 2.500000e-02, 4.678441e-03, 9.356882e-02, 9.613239e-02, 1.038888e-01, 6.282987e-02
3.000000e+00, 1.000000e+06, 1.568760e+09, 22, 1.100563e-01, 2.500000e-02, 2.751408e-03, 5.777958e-02, 5.923666e-02, 6.363062e-02, 3.149878e-02
3.000000e+00, 1.000000e+06, 1.101190e+10, 23, 1.709160e-01, 2.500000e-02, 4.272899e-03, 9.400378e-02, 9.634563e-02, 1.034259e-01, 6.283016e-02
3.000000e+00, 1.000000e+06, 1.743467e+09, 24, 1.008989e-01, 2.500000e-02, 2.522472e-03, 5.801685e-02, 5.935285e-02, 6.337993e-02, 3.149896e-02
3.000000e+00, 1.000000e+06, 1.198288e+10, 25, 1.572843e-01, 2.500000e-02, 3.932107e-03, 9.437056e-02, 9.652602e-02, 1.030388e-01, 6.283349e-02
3.000000e+00, 1.000000e+06, 1.918221e+09, 26, 9.314739e-02, 2.500000e-02, 2.328685e-03, 5.821712e-02, 5.945060e-02, 6.316732e-02, 3.149909e-02
3.000000e+00, 1.000000e+06, 1.295519e+10, 27, 1.456254e-01, 2.500000e-02, 3.640636e-03, 9.465654e-02, 9.665247e-02, 1.026800e-01, 6.281226e-02
3.000000e+00, 1.000000e+06, 2.096003e+09, 28, 8.650136e-02, 2.500000e-02, 2.162534e-03, 5.838842e-02, 5.953399e-02, 6.298472e-02, 3.149921e-02
3.000000e+00, 1.000000e+06, 1.392646e+10, 29, 1.356005e-01, 2.500000e-02, 3.390013e-03, 9.492037e-02, 9.677914e-02, 1.023899e-01, 6.281145e-02
3.000000e+00, 1.000000e+06, 1.128917e+08, 2, 8.164966e-01, 3.000000e-02, 2.449490e-02, 2.449490e-02, 3.719235e-02, 7.708469e-02, 2.857320e-02
3.000000e+00, 1.000000e+06, 7.959974e+08, 3, 7.453519e-01, 3.000000e-02, 2.236056e-02, 4.472112e-02, 5.652639e-02, 9.344219e-02, 3.503953e-02
3.000000e+00, 1.000000e+06, 6.323012e+08, 4, 5.682094e-01, 3.000000e-02, 1.704628e-02, 5.113884e-02, 6.017049e-02, 8.813717e-02, 3.585307e-02
3.000000e+00, 1.000000e+06, 1.401360e+09, 5, 6.043769e-01, 3.000000e-02, 1.813131e-02, 7.252522e-02, 8.233055e-02, 1.127328e-01, 5.265763e-02
3.000000e+00, 1.000000e+06, 5.036726e+08, 6, 3.988294e-01, 3.000000e-02, 1.196488e-02, 5.982441e-02, 6.620054e-02, 8.575840e-02, 3.774530e-02
3.000000e+00, 1.000000e+06, 2.231969e+09, 7, 5.084066e-01, 3.000000e-02, 1.525220e-02, 9.151318e-02, 9.989533e-02, 1.257396e-01, 6.652877e-02
3.000000e+00, 1.000000e+06, 4.078435e+08, 8, 3.009447e-01, 3.000000e-02, 9.028342e-03, 6.319839e-02, 6.801823e-02, 8.272228e-02, 3.779325e-02
3.000000e+00, 1.000000e+06, 2.932423e+09, 9, 4.258346e-01, 3.000000e-02, 1.277504e-02, 1.022003e-01, 1.092814e-01, 1.310144e-01, 7.353376e-02
3.000000e+00, 1.000000e+06, 4.120585e+08, 10, 2.413241e-01, 3.000000e-02, 7.239722e-03, 6.515749e-02, 6.902632e-02, 8.079004e-02, 3.779508e-02
3.000000e+00, 1.000000e+06, 3.600408e+09, 11, 3.551962e-01, 3.000000e-02, 1.065589e-02, 1.065589e-01, 1.124829e-01, 1.305958e-01, 7.527479e-02
3.000000e+00, 1.000000e+06, 4.954608e+08, 12, 2.013598e-01, 3.000000e-02, 6.040794e-03, 6.644873e-02, 6.967895e-02, 7.947909e-02, 3.779616e-02
3.000000e+00, 1.000000e+06, 4.273694e+09, 13, 3.016149e-01, 3.000000e-02, 9.048447e-03, 1.085814e-01, 1.136173e-01, 1.289707e-01, 7.546059e-02
3.000000e+00, 1.000000e+06, 6.080673e+08, 14, 1.727268e-01, 3.000000e-02, 5.181804e-03, 6.736345e-02, 7.013559e-02, 7.853259e-02, 3.779697e-02
3.000000e+00, 1.000000e+06, 4.948370e+09, 15, 2.616756e-01, 3.000000e-02, 7.850269e-03, 1.099038e-01, 1.142757e-01, 1.275764e-01, 7.544980e-02
3.000000e+00, 1.000000e+06, 7.267286e+08, 16, 1.512113e-01, 3.000000e-02, 4.536340e-03, 6.804511e-02, 7.047276e-02, 7.781745e-02, 3.779756e-02
3.000000e+00, 1.000000e+06, 5.623242e+09, 17, 2.310154e-01, 3.000000e-02, 6.930461e-03, 1.108874e-01, 1.147489e-01, 1.264774e-01, 7.542476e-02
3.000000e+00, 1.000000e+06, 8.470693e+08, 18, 1.344561e-01, 3.000000e-02, 4.033682e-03, 6.857259e-02, 7.073180e-02, 7.725824e-02, 3.779799e-02
3.000000e+00, 1.000000e+06, 6.297648e+09, 19, 2.068105e-01, 3.000000e-02, 6.204316e-03, 1.116777e-01, 1.151359e-01, 1.256261e-01, 7.542508e-02
3.000000e+00, 1.000000e+06, 9.672387e+08, 20, 1.210401e-01, 3.000000e-02, 3.631202e-03, 6.899283e-02, 7.093699e-02, 7.680903e-02, 3.779833e-02
3.000000e+00, 1.000000e+06, 6.972713e+09, 21, 1.871376e-01, 3.000000e-02, 5.614129e-03, 1.122826e-01, 1.154127e-01, 1.248977e-01, 7.539585e-02
3.000000e+00, 1.000000e+06, 1.089417e+09, 22, 1.100563e-01, 3.000000e-02, 3.301690e-03, 6.933549e-02, 7.110352e-02, 7.644032e-02, 3.779854e-02
3.000000e+00, 1.000000e+06, 7.647128e+09, 23, 1.709160e-01, 3.000000e-02, 5.127479e-03, 1.128045e-01, 1.156640e-01, 1.243215e-01, 7.539619e-02
3.000000e+00, 1.000000e+06, 1.210692e+09, 24, 1.008989e-01, 3.000000e-02, 3.026966e-03, 6.962021e-02, 7.124136e-02, 7.613227e-02, 3.779875e-02
3.000000e+00, 1.000000e+06, 8.321417e+09, 25, 1.572843e-01, 3.000000e-02, 4.718528e-03, 1.132447e-01, 1.158767e-01, 1.238395e-01, 7.540019e-02
3.000000e+00, 1.000000e+06, 1.332098e+09, 26, 9.314739e-02, 3.000000e-02, 2.794422e-03, 6.986054e-02, 7.135732e-02, 7.587106e-02, 3.779891e-02
3.000000e+00, 1.000000e+06, 8.996663e+09, 27, 1.456254e-01, 3.000000e-02, 4.368763e-03, 1.135878e-01, 1.160251e-01, 1.233942e-01, 7.537471e-02
3.000000e+00, 1.000000e+06, 1.455508e+09, 28, 8.650136e-02, 3.000000e-02, 2.595041e-03, 7.006610e-02, 7.145622e-02, 7.564677e-02, 3.779905e-02
3.000000e+00, 1.000000e+06, 9.671152e+09, 29, 1.356005e-01, 3.000000e-02, 4.068016e-03, 1.139044e-01, 1.161743e-01, 1.230334e-01, 7.537374e-02
3.000000e+00, 1.000000e+06, 7.405316e+07, 2, 8.164966e-01, 3.500000e-02, 2.857738e-02, 2.857738e-02, 4.347857e-02, 9.063214e-02, 3.333540e-02
3.000000e+00, 1.000000e+06, 5.849109e+08, 3, 7.453519e-01, 3.500000e-02, 2.608732e-02, 5.217463e-02, 6.606898e-02, 1.097937e-01, 4.087945e-02
3.000000e+00, 1.000000e+06, 4.645478e+08, 4, 5.682094e-01, 3.500000e-02, 1.988733e-02, 5.966199e-02, 7.029778e-02, 1.033917e-01, 4.182858e-02
3.000000e+00, 1.000000e+06, 1.029571e+09, 5, 6.043769e-01, 3.500000e-02, 2.115319e-02, 8.461276e-02, 9.619614e-02, 1.322886e-01, 6.143390e-02
3.000000e+00, 1.000000e+06, 3.700987e+08, 6, 3.988294e-01, 3.500000e-02, 1.395903e-02, 6.979515e-02, 7.731051e-02, 1.004412e-01, 4.403619e-02
3.000000e+00, 1.000000e+06, 1.639859e+09, 7, 5.084066e-01, 3.500000e-02, 1.779423e-02, 1.067654e-01, 1.166916e-01, 1.474200e-01, 7.761690e-02
3.000000e+00, 1.000000e+06, 2.996401e+08, 8, 3.009447e-01, 3.500000e-02, 1.053307e-02, 7.373146e-02, 7.941404e-02, 9.679461e-02, 4.409213e-02
3.000000e+00, 1.000000e+06, 2.154433e+09, 9, 4.258346e-01, 3.500000e-02, 1.490421e-02, 1.192337e-01, 1.276299e-01, 1.534848e-01, 8.578939e-02
3.000000e+00, 1.000000e+06, 3.027369e+08, 10, 2.413241e-01, 3.500000e-02, 8.446342e-03, 7.601708e-02, 8.057912e-02, 9.447926e-02, 4.409426e-02
3.000000e+00, 1.000000e+06, 2.645221e+09, 11, 3.551962e-01, 3.500000e-02, 1.243187e-02, 1.243187e-01, 1.313460e-01, 1.528916e-01, 8.782059e-02
3.000000e+00, 1.000000e+06, 3.639817e+08, 12, 2.013598e-01, 3.500000e-02, 7.047593e-03, 7.752352e-02, 8.133291e-02, 9.291009e-02, 4.409552e-02
3.000000e+00, 1.000000e+06, 3.139857e+09, 13, 3.016149e-01, 3.500000e-02, 1.055652e-02, 1.266783e-01, 1.326530e-01, 1.509116e-01, 8.803736e-02
3.000000e+00, 1.000000e+06, 4.467117e+08, 14, 1.727268e-01, 3.500000e-02, 6.045438e-03, 7.859069e-02, 8.186010e-02, 9.177798e-02, 4.409646e-02
3.000000e+00, 1.000000e+06, 3.635537e+09, 15, 2.616756e-01, 3.500000e-02, 9.158648e-03, 1.282211e-01, 1.334085e-01, 1.492225e-01, 8.802477e-02
3.000000e+00, 1.000000e+06, 5.338901e+08, 16, 1.512113e-01, 3.500000e-02, 5.292397e-03, 7.938596e-02, 8.224923e-02, 9.092307e-02, 4.409715e-02
3.000000e+00, 1.000000e+06, 4.131361e+09, 17, 2.310154e-01, 3.500000e-02, 8.085537e-03, 1.293686e-01, 1.339507e-01, 1.478932e-01, 8.799555e-02
3.000000e+00, 1.000000e+06, 6.223366e+08, 18, 1.344561e-01, 3.500000e-02, 4.705962e-03, 8.000136e-02, 8.254811e-02, 9.025483e-02, 4.409766e-02
3.000000e+00, 1.000000e+06, 4.626864e+09, 19, 2.068105e-01, 3.500000e-02, 7.238368e-03, 1.302906e-01, 1.343945e-01, 1.468631e-01, 8.799593e-02
3.000000e+00, 1.000000e+06, 7.106244e+08, 20, 1.210401e-01, 3.500000e-02, 4.236402e-03, 8.049164e-02, 8.278482e-02, 8.971822e-02, 4.409805e-02
3.000000e+00, 1.000000e+06, 5.122829e+09, 21, 1.871376e-01, 3.500000e-02, 6.549818e-03, 1.309964e-01, 1.347110e-01, 1.459836e-01, 8.796182e-02
3.000000e+00, 1.000000e+06, 8.004233e+08, 22, 1.100563e-01, 3.500000e-02, 3.851972e-03, 8.089141e-02, 8.297690e-02, 8.927788e-02, 4.409830e-02
3.000000e+00, 1.000000e+06, 5.618298e+09, 23, 1.709160e-01, 3.500000e-02, 5.982059e-03, 1.316053e-01, 1.349989e-01, 1.452871e-01, 8.796222e-02
3.000000e+00, 1.000000e+06, 8.895237e+08, 24, 1.008989e-01, 3.500000e-02, 3.531460e-03, 8.122358e-02, 8.313585e-02, 8.891007e-02, 4.409854e-02
3.000000e+00, 1.000000e+06, 6.113713e+09, 25, 1.572843e-01, 3.500000e-02, 5.504949e-03, 1.321188e-01, 1.352425e-01, 1.447045e-01, 8.796689e-02
3.000000e+00, 1.000000e+06, 9.786478e+08, 26, 9.314739e-02, 3.500000e-02, 3.260159e-03, 8.150397e-02, 8.326956e-02, 8.859823e-02, 4.409873e-02
3.000000e+00, 1.000000e+06, 6.609793e+09, 27, 1.456254e-01, 3.500000e-02, 5.096890e-03, 1.325192e-01, 1.354118e-01, 1.441677e-01, 8.793716e-02
3.000000e+00, 1.000000e+06, 1.069389e+09, 28, 8.650136e-02, 3.500000e-02, 3.027547e-03, 8.174378e-02, 8.338359e-02, 8.833051e-02, 4.409889e-02
3.000000e+00, 1.000000e+06, 7.105318e+09, 29, 1.356005e-01, 3.500000e-02, 4.746018e-03, 1.328885e-01, 1.355825e-01, 1.437320e-01, 8.793603e-02
3.000000e+00, 1.000000e+06, 5.211986e+07, 2, 8.164966e-01, 4.000000e-02, 3.265986e-02, 3.265986e-02, 4.978979e-02, 1.043796e-01, 3.809760e-02
3.000000e+00, 1.000000e+06, 4.478224e+08, 3, 7.453519e-01, 4.000000e-02, 2.981408e-02, 5.962815e-02, 7.564629e-02, 1.263673e-01, 4.671937e-02
3.000000e+00, 1.000000e+06, 3.557301e+08, 4, 5.682094e-01, 4.000000e-02, 2.272838e-02, 6.818513e-02, 8.045333e-02, 1.188077e-01, 4.780409e-02
3.000000e+00, 1.000000e+06, 7.882653e+08, 5, 6.043769e-01, 4.000000e-02, 2.417507e-02, 9.670030e-02, 1.101028e-01, 1.520637e-01, 7.021017e-02
3.000000e+00, 1.000000e+06, 2.833158e+08, 6, 3.988294e-01, 4.000000e-02, 1.595318e-02, 7.976588e-02, 8.844236e-02, 1.152353e-01, 5.032707e-02
3.000000e+00, 1.000000e+06, 1.255483e+09, 7, 5.084066e-01, 4.000000e-02, 2.033626e-02, 1.220176e-01, 1.335298e-01, 1.693071e-01, 8.870503e-02
3.000000e+00, 1.000000e+06, 2.294120e+08, 8, 3.009447e-01, 4.000000e-02, 1.203779e-02, 8.426453e-02, 9.082683e-02, 1.109485e-01, 5.039101e-02
3.000000e+00, 1.000000e+06, 1.649466e+09, 9, 4.258346e-01, 4.000000e-02, 1.703339e-02, 1.362671e-01, 1.460169e-01, 1.761366e-01, 9.804502e-02
3.000000e+00, 1.000000e+06, 2.317598e+08, 10, 2.413241e-01, 4.000000e-02, 9.652962e-03, 8.687666e-02, 9.214574e-02, 1.082325e-01, 5.039344e-02
3.000000e+00, 1.000000e+06, 2.025230e+09, 11, 3.551962e-01, 4.000000e-02, 1.420785e-02, 1.420785e-01, 1.502422e-01, 1.753389e-01, 1.003664e-01
3.000000e+00, 1.000000e+06, 2.786967e+08, 12, 2.013598e-01, 4.000000e-02, 8.054392e-03, 8.859831e-02, 9.299853e-02, 1.063938e-01, 5.039488e-02
3.000000e+00, 1.000000e+06, 2.403953e+09, 13, 3.016149e-01, 4.000000e-02, 1.206460e-02, 1.447751e-01, 1.517172e-01, 1.729799e-01, 1.006141e-01
3.000000e+00, 1.000000e+06, 3.420136e+08, 14, 1.727268e-01, 4.000000e-02, 6.909072e-03, 8.981793e-02, 9.359468e-02, 1.050681e-01, 5.039596e-02
3.000000e+00, 1.000000e+06, 2.783474e+09, 15, 2.616756e-01, 4.000000e-02, 1.046703e-02, 1.465384e-01, 1.525662e-01, 1.709783e-01, 1.005997e-01
3.000000e+00, 1.000000e+06, 4.087848e+08, 16, 1.512113e-01, 4.000000e-02, 6.048454e-03, 9.072681e-02, 9.403456e-02, 1.040676e-01, 5.039675e-02
3.000000e+00, 1.000000e+06, 3.163074e+09, 17, 2.310154e-01, 4.000000e-02, 9.240614e-03, 1.478498e-01, 1.531746e-01, 1.694051e-01, 1.005663e-01
3.000000e+00, 1.000000e+06, 4.764765e+08, 18, 1.344561e-01, 4.000000e-02, 5.378242e-03, 9.143012e-02, 9.437234e-02, 1.032858e-01, 5.039733e-02
3.000000e+00, 1.000000e+06, 3.542442e+09, 19, 2.068105e-01, 4.000000e-02, 8.272421e-03, 1.489036e-01, 1.536728e-01, 1.681857e-01, 1.005668e-01
3.000000e+00, 1.000000e+06, 5.440718e+08, 20, 1.210401e-01, 4.000000e-02, 4.841602e-03, 9.199045e-02, 9.463980e-02, 1.026582e-01, 5.039777e-02
3.000000e+00, 1.000000e+06, 3.922166e+09, 21, 1.871376e-01, 4.000000e-02, 7.485506e-03, 1.497101e-01, 1.540272e-01, 1.671466e-01, 1.005278e-01
3.000000e+00, 1.000000e+06, 6.127969e+08, 22, 1.100563e-01, 4.000000e-02, 4.402253e-03, 9.244732e-02, 9.485678e-02, 1.021433e-01, 5.039805e-02
3.000000e+00, 1.000000e+06, 4.301510e+09, 23, 1.709160e-01, 4.000000e-02, 6.836638e-03, 1.504060e-01, 1.543502e-01, 1.663228e-01, 1.005283e-01
3.000000e+00, 1.000000e+06, 6.810140e+08, 24, 1.008989e-01, 4.000000e-02, 4.035954e-03, 9.282695e-02, 9.503633e-02, 1.017133e-01, 5.039834e-02
3.000000e+00, 1.000000e+06, 4.680797e+09, 25, 1.572843e-01, 4.000000e-02, 6.291371e-03, 1.509929e-01, 1.546235e-01, 1.656339e-01, 1.005336e-01
3.000000e+00, 1.000000e+06, 7.492772e+08, 26, 9.314739e-02, 4.000000e-02, 3.725896e-03, 9.314739e-02, 9.518734e-02, 1.013488e-01, 5.039855e-02
3.000000e+00, 1.000000e+06, 5.060623e+09, 27, 1.456254e-01, 4.000000e-02, 5.825018e-03, 1.514505e-01, 1.548126e-01, 1.650006e-01, 1.004996e-01
3.000000e+00, 1.000000e+06, 8.187231e+08, 28, 8.650136e-02, 4.000000e-02, 3.460054e-03, 9.342147e-02, 9.531611e-02, 1.010359e-01, 5.039873e-02
3.000000e+00, 1.000000e+06, 5.440023e+09, 29, 1.356005e-01, 4.000000e-02, 5.424021e-03, 1.518726e-01, 1.550038e-01, 1.644858e-01, 1.004983e-01
3.000000e+00, 1.000000e+06, 3.859127e+07, 2, 8.164966e-01, 4.500000e-02, 3.674235e-02, 3.674235e-02, 5.612602e-02, 1.183270e-01, 4.285980e-02
3.000000e+00, 1.000000e+06, 3.538350e+08, 3, 7.453519e-01, 4.500000e-02, 3.354084e-02, 6.708167e-02, 8.525833e-02, 1.431632e-01, 5.255930e-02
3.000000e+00, 1.000000e+06, 2.810227e+08, 4, 5.682094e-01, 4.500000e-02, 2.556942e-02, 7.670827e-02, 9.063712e-02, 1.343851e-01, 5.377960e-02
3.000000e+00, 1.000000e+06, 6.228269e+08, 5, 6.043769e-01, 4.500000e-02, 2.719696e-02, 1.087878e-01, 1.240506e-01, 1.720578e-01, 7.898644e-02
3.000000e+00, 1.000000e+06, 2.238545e+08, 6, 3.988294e-01, 4.500000e-02, 1.794732e-02, 8.973662e-02, 9.959608e-02, 1.301408e-01, 5.661796e-02
3.000000e+00, 1.000000e+06, 9.920134e+08, 7, 5.084066e-01, 4.500000e-02, 2.287830e-02, 1.372698e-01, 1.504100e-01, 1.914010e-01, 9.979316e-02
3.000000e+00, 1.000000e+06, 1.812419e+08, 8, 3.009447e-01, 4.500000e-02, 1.354251e-02, 9.479759e-02, 1.022566e-01, 1.251838e-01, 5.668988e-02
3.000000e+00, 1.000000e+06, 1.303282e+09, 9, 4.258346e-01, 4.500000e-02, 1.916256e-02, 1.533005e-01, 1.644424e-01, 1.989697e-01, 1.103006e-01
3.000000e+00, 1.000000e+06, 1.831189e+08, 10, 2.413241e-01, 4.500000e-02, 1.085958e-02, 9.773624e-02, 1.037262e-01, 1.220499e-01, 5.669262e-02
3.000000e+00, 1.000000e+06, 1.600196e+09, 11, 3.551962e-01, 4.500000e-02, 1.598383e-02, 1.598383e-01, 1.691715e-01, 1.979375e-01, 1.129122e-01
3.000000e+00, 1.000000e+06, 2.201865e+08, 12, 2.013598e-01, 4.500000e-02, 9.061191e-03, 9.967310e-02, 1.046758e-01, 1.199302e-01, 5.669424e-02
3.000000e+00, 1.000000e+06, 1.899406e+09, 13, 3.016149e-01, 4.500000e-02, 1.357267e-02, 1.628720e-01, 1.708097e-01, 1.951755e-01, 1.131909e-01
3.000000e+00, 1.000000e+06, 2.702330e+08, 14, 1.727268e-01, 4.500000e-02, 7.772706e-03, 1.010452e-01, 1.053393e-01, 1.184030e-01, 5.669545e-02
3.000000e+00, 1.000000e+06, 2.199276e+09, 15, 2.616756e-01, 4.500000e-02, 1.177540e-02, 1.648557e-01, 1.717486e-01, 1.928436e-01, 1.131747e-01
3.000000e+00, 1.000000e+06, 3.229706e+08, 16, 1.512113e-01, 4.500000e-02, 6.804511e-03, 1.020677e-01, 1.058287e-01, 1.172509e-01, 5.669634e-02
3.000000e+00, 1.000000e+06, 2.499231e+09, 17, 2.310154e-01, 4.500000e-02, 1.039569e-02, 1.663311e-01, 1.724205e-01, 1.910130e-01, 1.131371e-01
3.000000e+00, 1.000000e+06, 3.764547e+08, 18, 1.344561e-01, 4.500000e-02, 6.050523e-03, 1.028589e-01, 1.062045e-01, 1.163511e-01, 5.669699e-02
3.000000e+00, 1.000000e+06, 2.798967e+09, 19, 2.068105e-01, 4.500000e-02, 9.306474e-03, 1.675165e-01, 1.729709e-01, 1.895939e-01, 1.131376e-01
3.000000e+00, 1.000000e+06, 4.298839e+08, 20, 1.210401e-01, 4.500000e-02, 5.446803e-03, 1.034893e-01, 1.065019e-01, 1.156289e-01, 5.669749e-02
3.000000e+00, 1.000000e+06, 3.098995e+09, 21, 1.871376e-01, 4.500000e-02, 8.421194e-03, 1.684239e-01, 1.733614e-01, 1.883866e-01, 1.130938e-01
